"date","plot_match","lon","lat","mean_sol","max_temp","min_temp","total_net_sol","total_net_clear_sol","precip_ecmwf","lai_predic","CLYPPT_M_sl1_1km_ll","SLTPPT_M_sl1_1km_ll","SNDPPT_M_sl1_1km_ll","ORCDRC_M_sl1_1km_ll","CECSOL_M_sl1_1km_ll","precip_trmm"
2010-01-01,"MAR-030",36.624573,-15.317267,9273239.14285714,303.026123046875,291.5634765625,68115077,50459907.5,0,NA,25,11,65,2,13,0.276433080434799
2010-01-02,"MAR-030",36.624573,-15.317267,8209914.9375,302.88037109375,293.821044921875,75760493,55403368.5,0.00411391258239746,NA,25,11,65,2,13,2.82356643676758
2010-01-03,"MAR-030",36.624573,-15.317267,8022190.9375,302.279296875,294.06591796875,75809471.5,55524403,0.000963211059570312,NA,25,11,65,2,13,6.53566789627075
2010-01-04,"MAR-030",36.624573,-15.317267,8417490.75,302.584716796875,293.164794921875,75764334.5,55649427.5,0.000590324401855469,NA,25,11,65,2,13,0
2010-01-05,"MAR-030",36.624573,-15.317267,7572878.3125,301.94140625,294.33544921875,75926397.5,55373627,0.0229263305664062,NA,25,11,65,2,13,11.5904445648193
2010-01-06,"MAR-030",36.624573,-15.317267,7128674.3125,301.27099609375,293.725616455078,75997578.5,55165839,0.00360250473022461,NA,25,11,65,2,13,2.66560459136963
2010-01-07,"MAR-030",36.624573,-15.317267,7424215.1875,301.525634765625,293.44970703125,75905133,55314442.5,0.00118255615234375,NA,25,11,65,2,13,3.79108238220215
2010-01-08,"MAR-030",36.624573,-15.317267,7862763.8125,301.14111328125,293.1865234375,75943590,55378202.5,0.00178694725036621,NA,25,11,65,2,13,6.91082763671875
2010-01-09,"MAR-030",36.624573,-15.317267,9250698.75,303.884765625,291.59033203125,75490419,56300988,0,NA,25,11,65,2,13,2.56687879562378
2010-01-10,"MAR-030",36.624573,-15.317267,9111241,304.3271484375,291.840576171875,75443037.5,56422591,0,NA,25,11,65,2,13,5.37069988250732
2010-01-11,"MAR-030",36.624573,-15.317267,7551886.625,302.613037109375,294.073974609375,75743971,55731601,0.00238227844238281,NA,25,11,65,2,13,2.38917183876038
2010-01-12,"MAR-030",36.624573,-15.317267,7453975.4375,302.263427734375,293.97265625,75858651,55473668,0.0038909912109375,NA,25,11,65,2,13,1.12547755241394
2010-01-13,"MAR-030",36.624573,-15.317267,7135268,302.266357421875,294.454345703125,75857852.5,55313097.5,0.00527000427246094,NA,25,11,65,2,13,3.37643265724182
2010-01-14,"MAR-030",36.624573,-15.317267,5766837.65625,296.738525390625,293.85302734375,76057047.5,55114071,0.0185177326202393,NA,25,11,65,2,13,9.12229156494141
2010-01-15,"MAR-030",36.624573,-15.317267,5795149.15625,296.87841796875,293.5419921875,76101581.5,54967090,0.0233664512634277,NA,25,11,65,2,13,0
2010-01-16,"MAR-030",36.624573,-15.317267,7471338.375,298.974609375,293.0966796875,76021297,54939257.5,0.0284810066223145,NA,25,11,65,2,13,20.6929912567139
2010-01-17,"MAR-030",36.624573,-15.317267,6358527.9375,296.963623046875,293.43798828125,75984625,54990407,0.0256667137145996,NA,25,11,65,2,13,0.552866160869598
2010-01-18,"MAR-030",36.624573,-15.317267,6393994.375,298.224365234375,293.109619140625,75901325,55212458.5,0.0212750434875488,NA,25,11,65,2,13,2.92229270935059
2010-01-19,"MAR-030",36.624573,-15.317267,6947380.875,298.134765625,293.24951171875,75843579.5,55088850,0.0229504108428955,NA,25,11,65,2,13,2.11273860931396
2010-01-20,"MAR-030",36.624573,-15.317267,7524627.4375,297.5634765625,292.948486328125,75798193,55004360.5,0.0166740417480469,NA,25,11,65,2,13,3.00127363204956
2010-01-21,"MAR-030",36.624573,-15.317267,6635700.6875,299.842041015625,293.253662109375,75666048,55489427.5,0.0205674171447754,NA,25,11,65,2,13,21.3445835113525
2010-01-22,"MAR-030",36.624573,-15.317267,7185850.6875,298.914794921875,293.0166015625,75564845.5,55568792.5,0.0152850151062012,NA,25,11,65,2,13,4.2057318687439
2010-01-23,"MAR-030",36.624573,-15.317267,7822500.8125,300.402587890625,292.727783203125,75514330,55257711,0.0115481615066528,NA,25,11,65,2,13,3.85031795501709
2010-01-24,"MAR-030",36.624573,-15.317267,7280560.0625,299.973388671875,293.662353515625,75592706,55032777.5,0.0241930484771729,NA,25,11,65,2,13,7.8388524055481
2010-01-25,"MAR-030",36.624573,-15.317267,7075273.4375,299.21875,293.390869140625,75594169.5,54992478.5,0.0217878818511963,NA,25,11,65,2,13,2.17197442054749
2010-01-26,"MAR-030",36.624573,-15.317267,7315324,300.15673828125,293.623077392578,75493767,54972951,0.0117005109786987,NA,25,11,65,2,13,0
2010-01-27,"MAR-030",36.624573,-15.317267,7047209.875,297.879150390625,294.282531738281,75504596.5,54780838,0.019472599029541,NA,25,11,65,2,13,3.83057284355164
2010-01-28,"MAR-030",36.624573,-15.317267,6955580.875,299.306396484375,293.951843261719,75458290,54713473.5,0.0183205604553223,NA,25,11,65,2,13,0
2010-01-29,"MAR-030",36.624573,-15.317267,7641696.9375,300.3271484375,293.952392578125,75389003.5,54510140.5,0.00994563102722168,NA,25,11,65,2,13,1.54012727737427
2010-01-30,"MAR-030",36.624573,-15.317267,7354770.125,299.468994140625,294.033203125,75363633,54361638,0.0146689414978027,NA,25,11,65,2,13,8.27324676513672
2010-01-31,"MAR-030",36.624573,-15.317267,6634281.25,299.9130859375,294.319580078125,75333229.5,54162124.5,0.013038158416748,NA,25,11,65,2,13,0.394904404878616
2010-02-01,"MAR-030",36.624573,-15.317267,6184650.9375,299.015380859375,294.184814453125,75274120.5,54071929.5,0.0239006280899048,NA,25,11,65,2,13,0.524585366249084
2010-02-02,"MAR-030",36.624573,-15.317267,5219707.5,297.94091796875,294.65966796875,75273793,53950643.5,0.0352158546447754,NA,25,11,65,2,13,1.25317621231079
2010-02-03,"MAR-030",36.624573,-15.317267,5496905.46875,296.93212890625,294.15673828125,75181212.5,54055121,0.0336399078369141,NA,25,11,65,2,13,3.84695935249329
2010-02-04,"MAR-030",36.624573,-15.317267,6461014.28125,299.02197265625,293.429931640625,74936615.5,54206331.5,0.0266666412353516,NA,25,11,65,2,13,2.36063432693481
2010-02-05,"MAR-030",36.624573,-15.317267,6389339.9375,298.52880859375,293.011474609375,74703745,54483874.5,0.0300071239471436,NA,25,11,65,2,13,0
2010-02-06,"MAR-030",36.624573,-15.317267,7590749.8125,301.086181640625,291.98095703125,74254155,55125303,0.000903606414794922,NA,25,11,65,2,13,7.98535537719727
2010-02-07,"MAR-030",36.624573,-15.317267,7881840.25,301.226806640625,291.323333740234,74065567.5,55096031.5,0.000374317169189453,NA,25,11,65,2,13,15.3295497894287
2010-02-08,"MAR-030",36.624573,-15.317267,7743458.9375,300.861328125,291.414184570312,74008245.5,54873340.5,0.000301361083984375,NA,25,11,65,2,13,5.15842294692993
2010-02-09,"MAR-030",36.624573,-15.317267,7135814.8125,300.131591796875,292.039794921875,74010863.5,54527927,0.00247716903686523,NA,25,11,65,2,13,1.98176717758179
2010-02-10,"MAR-030",36.624573,-15.317267,7092551.8125,298.8994140625,293.332763671875,74089931.5,53939791,0.00967788696289062,NA,25,11,65,2,13,1.31146347522736
2010-02-11,"MAR-030",36.624573,-15.317267,7549785,302.03759765625,292.79345703125,73892428,54032658,0.00229597091674805,NA,25,11,65,2,13,0
2010-02-12,"MAR-030",36.624573,-15.317267,7234729.125,301.76513671875,293.439544677734,73764438,53777996.5,0.00106430053710938,NA,25,11,65,2,13,2.62292695045471
2010-02-13,"MAR-030",36.624573,-15.317267,7024432.8125,299.689331054688,294.008697509766,73797600.5,53439531.5,0.00940752029418945,NA,25,11,65,2,13,11.6283092498779
2010-02-14,"MAR-030",36.624573,-15.317267,6513569.875,299.30224609375,294.491333007812,73710141.5,53240398,0.0144157409667969,NA,25,11,65,2,13,5.47900295257568
2010-02-15,"MAR-030",36.624573,-15.317267,6541674.375,298.765869140625,294.011779785156,73561851,53145589.5,0.0143790245056152,NA,25,11,65,2,13,34.5060577392578
2010-02-16,"MAR-030",36.624573,-15.317267,6833517.6875,299.06103515625,294.0322265625,73413410,52967538,0.0104641914367676,NA,25,11,65,2,13,0
2010-02-17,"MAR-030",36.624573,-15.317267,6516690.5625,298.284423828125,293.99853515625,73272147.5,52821161,0.0195891857147217,NA,25,11,65,2,13,0
2010-02-18,"MAR-030",36.624573,-15.317267,6438472.5,298.1748046875,294.238037109375,73166339.5,52668524.5,0.0287606716156006,NA,25,11,65,2,13,0
2010-02-19,"MAR-030",36.624573,-15.317267,5700785,297.83203125,293.4443359375,72989839.5,52541993,0.0316259860992432,NA,25,11,65,2,13,10.7831439971924
2010-02-20,"MAR-030",36.624573,-15.317267,5573540.53125,298.002685546875,293.6767578125,72817891.5,52421399,0.0201179981231689,NA,25,11,65,2,13,0
2010-02-21,"MAR-030",36.624573,-15.317267,5791052.375,299.308837890625,293.1611328125,72582738,52290345,0.0200934410095215,NA,25,11,65,2,13,0.845165312290192
2010-02-22,"MAR-030",36.624573,-15.317267,5776924.375,298.240234375,294.099609375,72517742,51968009,0.0420315265655518,NA,25,11,65,2,13,0
2010-02-23,"MAR-030",36.624573,-15.317267,5133949.9375,298.401611328125,294.025390625,72343017,51936276.5,0.0371248722076416,NA,25,11,65,2,13,16.8741626739502
2010-02-24,"MAR-030",36.624573,-15.317267,5917566.3125,296.820556640625,293.577392578125,72095568,51932283.5,0.0230493545532227,NA,25,11,65,2,13,7.25676441192627
2010-02-25,"MAR-030",36.624573,-15.317267,6492940.0625,298.70166015625,292.744140625,71788827.5,51876706.5,0.0136175155639648,NA,25,11,65,2,13,19.9342441558838
2010-02-26,"MAR-030",36.624573,-15.317267,6303868.0625,300.0068359375,294.120361328125,71502250.5,51772007,0.00815534591674805,NA,25,11,65,2,13,23.4606246948242
2010-02-27,"MAR-030",36.624573,-15.317267,7235495.25,300.995849609375,293.647705078125,71279324,51559341.5,0.0118083953857422,NA,25,11,65,2,13,0
2010-02-28,"MAR-030",36.624573,-15.317267,6329672.875,299.185546875,293.4873046875,71138956.5,51564129.5,0.0179431438446045,NA,25,11,65,2,13,0
2010-03-01,"MAR-030",36.624573,-15.317267,5531298.125,297.761962890625,294.209716796875,71001094,51285908,0.0225708484649658,NA,25,11,65,2,13,29.0208854675293
2010-03-02,"MAR-030",36.624573,-15.317267,5278038.9375,297.085205078125,294.048583984375,70832207,50807383,0.0169777870178223,NA,25,11,65,2,13,0.468498647212982
2010-03-03,"MAR-030",36.624573,-15.317267,5218029.53125,297.880126953125,293.91845703125,70634766,50692962,0.0158905982971191,NA,25,11,65,2,13,0
2010-03-04,"MAR-030",36.624573,-15.317267,5689918.8125,298.969482421875,293.49755859375,70318635,50582741.5,0.0116631984710693,NA,25,11,65,2,13,2.18632698059082
2010-03-05,"MAR-030",36.624573,-15.317267,6517733.375,299.485107421875,293.25048828125,69899077,50775583,0.00307846069335938,NA,25,11,65,2,13,0
2010-03-06,"MAR-030",36.624573,-15.317267,7059325.0625,299.5634765625,292.60205078125,69439849,51134152.5,0.000417470932006836,NA,25,11,65,2,13,3.20140743255615
2010-03-07,"MAR-030",36.624573,-15.317267,7138923.625,300.891357421875,292.3896484375,69245251,50765665,0.00083470344543457,NA,25,11,65,2,13,7.39186668395996
2010-03-08,"MAR-030",36.624573,-15.317267,6732846.0625,300.183349609375,293.400146484375,69144627,50257296.5,0.0043034553527832,NA,25,11,65,2,13,22.1495742797852
2010-03-09,"MAR-030",36.624573,-15.317267,6582980,299.90283203125,293.880126953125,68968843,49933073.5,0.00266027450561523,NA,25,11,65,2,13,4.13840436935425
2010-03-10,"MAR-030",36.624573,-15.317267,6866651.875,301.072998046875,292.87939453125,68736309,49752678.5,0.000754356384277344,NA,25,11,65,2,13,14.0289316177368
2010-03-11,"MAR-030",36.624573,-15.317267,6665664.8125,300.63525390625,293.793701171875,68491747,49551186.5,0.00615119934082031,NA,25,11,65,2,13,0.676720201969147
2010-03-12,"MAR-030",36.624573,-15.317267,6932710,301.86962890625,293.32373046875,68174250,49552960.5,0.00766706466674805,NA,25,11,65,2,13,2.94113039970398
2010-03-13,"MAR-030",36.624573,-15.317267,7102443.375,301.368896484375,292.96728515625,67844323,49429896.5,0.00262022018432617,NA,25,11,65,2,13,3.90415525436401
2010-03-14,"MAR-030",36.624573,-15.317267,7205824.9375,301.50390625,293.487548828125,67699848,49071290.5,0.00539207458496094,NA,25,11,65,2,13,2.55071449279785
2010-03-15,"MAR-030",36.624573,-15.317267,6217651.625,298.672607421875,293.84814453125,67463678,48707947.5,0.0117216110229492,NA,25,11,65,2,13,12.1289091110229
2010-03-16,"MAR-030",36.624573,-15.317267,6058208.375,300.43212890625,294.067626953125,67110848,48587936.5,0.00716400146484375,NA,25,11,65,2,13,5.51787281036377
2010-03-17,"MAR-030",36.624573,-15.317267,6432923,300.73681640625,294.267822265625,66776266,48316711,0.00614786148071289,NA,25,11,65,2,13,8.12064361572266
2010-03-18,"MAR-030",36.624573,-15.317267,5806403.0625,298.0263671875,294.277587890625,66654856,47779569.5,0.0193896293640137,NA,25,11,65,2,13,4.37265396118164
2010-03-19,"MAR-030",36.624573,-15.317267,6261101.4375,299.782470703125,293.19775390625,66268619,47748458,0.00636577606201172,NA,25,11,65,2,13,12.2590484619141
2010-03-20,"MAR-030",36.624573,-15.317267,6549932.25,300.065185546875,291.948486328125,65888812,47576328.5,0.000601291656494141,NA,25,11,65,2,13,4.32059860229492
2010-03-21,"MAR-030",36.624573,-15.317267,6343149.375,299.30908203125,293.731689453125,65639435,47387775.5,0.0140308141708374,NA,25,11,65,2,13,2.75893640518188
2010-03-22,"MAR-030",36.624573,-15.317267,6701707.875,300.73046875,293.174072265625,65257337,47493909,0.004852294921875,NA,25,11,65,2,13,7.70419979095459
2010-03-23,"MAR-030",36.624573,-15.317267,6512819.3125,300.783203125,292.263671875,64902647,47244551,0.000123977661132812,NA,25,11,65,2,13,11.1658840179443
2010-03-24,"MAR-030",36.624573,-15.317267,6644720.6875,300.6826171875,293.222900390625,64708145,46830869,0.00725746154785156,NA,25,11,65,2,13,2.0822160243988
2010-03-25,"MAR-030",36.624573,-15.317267,6630109.9375,301.58251953125,293.335205078125,64399151,46741895,0.00252437591552734,NA,25,11,65,2,13,4.73704195022583
2010-03-26,"MAR-030",36.624573,-15.317267,6636865.0625,302.5966796875,293.54296875,64043786,46695980.5,0.000403404235839844,NA,25,11,65,2,13,0
2010-03-27,"MAR-030",36.624573,-15.317267,6288491.4375,300.319580078125,294.313232421875,63805300,46408366,0.00746011734008789,NA,25,11,65,2,13,34.7209548950195
2010-03-28,"MAR-030",36.624573,-15.317267,6261244,300.538330078125,293.32177734375,63628066,45959498.75,0.00812125205993652,NA,25,11,65,2,13,2.23838233947754
2010-03-29,"MAR-030",36.624573,-15.317267,6215031.25,301.189208984375,294.095458984375,63238868,45747959.75,0.00113201141357422,NA,25,11,65,2,13,1.87399435043335
2010-03-30,"MAR-030",36.624573,-15.317267,6165558.6875,301.812744140625,294.53076171875,62886231,45559219.75,0.000999689102172852,NA,25,11,65,2,13,5.12745761871338
2010-03-31,"MAR-030",36.624573,-15.317267,6379900.75,301.932861328125,294.544189453125,62572619,45314039,0.0033261775970459,NA,25,11,65,2,13,13.482349395752
2010-04-01,"MAR-030",36.624573,-15.317267,6057121.75,301.143798828125,294.059814453125,62282498,45167862.5,0.00244474411010742,NA,25,11,65,2,13,2.3181574344635
2010-04-02,"MAR-030",36.624573,-15.317267,6116779.9375,300.38427734375,293.915283203125,61995879,44811842,0.0052330493927002,NA,25,11,65,2,13,28.430736541748
2010-04-03,"MAR-030",36.624573,-15.317267,6132197.1875,300.698486328125,293.197509765625,61622184,44744480.25,0.00435090065002441,NA,25,11,65,2,13,32.8272399902344
2010-04-04,"MAR-030",36.624573,-15.317267,6508325.0625,300.729248046875,292.581787109375,61393675,44163099,0.00450563430786133,NA,25,11,65,2,13,7.1409912109375
2010-04-05,"MAR-030",36.624573,-15.317267,5265825.09375,297.062255859375,293.19140625,61293573.5,43754286.25,0.0178682804107666,NA,25,11,65,2,13,4.36985969543457
2010-04-06,"MAR-030",36.624573,-15.317267,6444593.25,301.62646484375,292.058837890625,60751628,43888897,0.00245094299316406,NA,25,11,65,2,13,29.4432640075684
2010-04-07,"MAR-030",36.624573,-15.317267,6589854.6875,301.363525390625,292.4375,60335938.5,43724240,0.00228786468505859,NA,25,11,65,2,13,0
2010-04-08,"MAR-030",36.624573,-15.317267,7064221.125,302.66064453125,292.505859375,59921409.5,43769141.25,0.000910758972167969,NA,25,11,65,2,13,27.8711814880371
2010-04-09,"MAR-030",36.624573,-15.317267,6718491.125,302.502685546875,293.240966796875,59609905.5,43410868.5,0,NA,25,11,65,2,13,24.1141662597656
2010-04-10,"MAR-030",36.624573,-15.317267,6577984.75,302.783447265625,293.470947265625,59367693.5,42958647.5,0.000743865966796875,NA,25,11,65,2,13,26.325740814209
2010-04-11,"MAR-030",36.624573,-15.317267,6505438.25,301.922607421875,293.24560546875,58949297.5,43101943.5,0,NA,25,11,65,2,13,6.98111772537231
2010-04-12,"MAR-030",36.624573,-15.317267,5974445.8125,301.055908203125,293.036376953125,58723558,42594294.5,0.00137066841125488,NA,25,11,65,2,13,6.34162616729736
2010-04-13,"MAR-030",36.624573,-15.317267,4953411.65625,297.670166015625,292.97314453125,58549265,42203998.75,0.00802946090698242,NA,25,11,65,2,13,0
2010-04-14,"MAR-030",36.624573,-15.317267,6207426.84375,300.490966796875,290.826904296875,58054591.5,42143493.25,0,NA,25,11,65,2,13,0
2010-04-15,"MAR-030",36.624573,-15.317267,5760310.5,299.56396484375,292.37548828125,57862669,41574028,0.00358068943023682,NA,25,11,65,2,13,0
2010-04-16,"MAR-030",36.624573,-15.317267,5632260.90625,300.4677734375,292.718505859375,57563956,41498477.75,0.0030970573425293,NA,25,11,65,2,13,3.75701379776001
2010-04-17,"MAR-030",36.624573,-15.317267,6250943.0625,301.984619140625,292.395751953125,57180781,41167388,0.000322818756103516,NA,25,11,65,2,13,24.1141662597656
2010-04-18,"MAR-030",36.624573,-15.317267,6101842.6875,301.206787109375,292.115478515625,56909517,40860231.25,0.000301361083984375,NA,25,11,65,2,13,3.2241039276123
2010-04-19,"MAR-030",36.624573,-15.317267,6153268.8125,302.118896484375,292.9208984375,56521891,40623874.25,0.00258398056030273,NA,25,11,65,2,13,16.7333660125732
2010-04-20,"MAR-030",36.624573,-15.317267,6512247.3125,303.8974609375,293.197998046875,56080561,40575024.75,0.000545501708984375,NA,25,11,65,2,13,0
2010-04-21,"MAR-030",36.624573,-15.317267,6584285.8125,302.971435546875,293.0458984375,55842894.5,40174446.5,0.000162124633789062,NA,25,11,65,2,13,7.38079977035522
2010-04-22,"MAR-030",36.624573,-15.317267,5877735,301.530517578125,293.4140625,55536584,39952183.5,0,NA,25,11,65,2,13,0.639491677284241
2010-04-23,"MAR-030",36.624573,-15.317267,5911905.71875,302.287841796875,292.0380859375,55194204,39661504.5,0.00142288208007812,NA,25,11,65,2,13,8.79301071166992
2010-04-24,"MAR-030",36.624573,-15.317267,4969364.375,300.275634765625,293.8876953125,54876666.5,39735417.75,0.0065460205078125,NA,25,11,65,2,13,0.985883116722107
2010-04-25,"MAR-030",36.624573,-15.317267,4241930.625,296.334228515625,293.062744140625,54697659.5,39188556.5,0.00976920127868652,NA,25,11,65,2,13,0
2010-04-26,"MAR-030",36.624573,-15.317267,4971234.46875,298.528564453125,291.872314453125,54272904,39001144.25,0.00148582458496094,NA,25,11,65,2,13,0
2010-04-27,"MAR-030",36.624573,-15.317267,4806394.84375,298.80810546875,292.249267578125,53953539.5,38687323.5,0.000361442565917969,NA,25,11,65,2,13,2.53132128715515
2010-04-28,"MAR-030",36.624573,-15.317267,5173789.03125,300.412109375,292.07861328125,53663844,38434872.75,0.000376224517822266,NA,25,11,65,2,13,4.31656932830811
2010-04-29,"MAR-030",36.624573,-15.317267,5061374.78125,300.2109375,294.063720703125,53417512,38107080,0.00121462345123291,NA,25,11,65,2,13,3.2241039276123
2010-04-30,"MAR-030",36.624573,-15.317267,5139607.03125,300.141357421875,293.216796875,52987893.5,38094645.5,0.000770092010498047,NA,25,11,65,2,13,2.3181574344635
2010-05-01,"MAR-030",36.624573,-15.317267,5462280.4375,298.922607421875,291.84716796875,52422352,38435371.25,0.000202655792236328,NA,25,11,65,2,13,2.84563279151917
2010-05-02,"MAR-030",36.624573,-15.317267,5904671.78125,298.7333984375,288.942626953125,52033263,38421208,0.000207901000976562,NA,25,11,65,2,13,4.26844930648804
2010-05-03,"MAR-030",36.624573,-15.317267,5842636.59375,298.101806640625,288.941650390625,51718470.5,38233451.75,0,NA,25,11,65,2,13,9.71679496765137
2010-05-04,"MAR-030",36.624573,-15.317267,6311480.75,300.528564453125,287.095703125,51361255.5,38221771.75,0,NA,25,11,65,2,13,61.5281295776367
2010-05-05,"MAR-030",36.624573,-15.317267,6400309.375,302.5625,288.419189453125,51104207,37934693,0,NA,25,11,65,2,13,39.6306419372559
2010-05-06,"MAR-030",36.624573,-15.317267,6288427.9375,303.15673828125,290.359130859375,50997356.5,37271664.25,0,NA,25,11,65,2,13,48.3757553100586
2010-05-07,"MAR-030",36.624573,-15.317267,6092866.25,302.630615234375,290.70751953125,50801460.5,36833374.75,0,NA,25,11,65,2,13,7.91224670410156
2010-05-08,"MAR-030",36.624573,-15.317267,6007691.1875,301.52880859375,291.86376953125,50432759.5,36937987.25,0,NA,25,11,65,2,13,0
2010-05-09,"MAR-030",36.624573,-15.317267,6113847.8125,300.567138671875,290.218505859375,50069997.5,37027003,0,NA,25,11,65,2,13,0
2010-05-10,"MAR-030",36.624573,-15.317267,6205399.1875,301.349609375,289.0947265625,49833225.5,36743707.5,0,NA,25,11,65,2,13,0
2010-05-11,"MAR-030",36.624573,-15.317267,5767219.09375,302.47509765625,290.258544921875,49709995,36215121,0,NA,25,11,65,2,13,0
2010-05-12,"MAR-030",36.624573,-15.317267,5933624.21875,303.080078125,292.983642578125,49457013,36070686.25,0,NA,25,11,65,2,13,0
2010-05-13,"MAR-030",36.624573,-15.317267,5593028.28125,301.272705078125,292.26806640625,49307401.25,35598164.5,0.000247001647949219,NA,25,11,65,2,13,0
2010-05-14,"MAR-030",36.624573,-15.317267,5517866.03125,300.30810546875,291.457763671875,48863267,36012253,6.103515625e-05,NA,25,11,65,2,13,0
2010-05-15,"MAR-030",36.624573,-15.317267,5666765.0625,299.369140625,290.7119140625,48580608.75,35939657.75,0,NA,25,11,65,2,13,0
2010-05-16,"MAR-030",36.624573,-15.317267,5152698.75,297.40771484375,288.287841796875,48410695.5,35603246.25,0.000224590301513672,NA,25,11,65,2,13,0
2010-05-17,"MAR-030",36.624573,-15.317267,4231577.84375,296.2265625,290.8974609375,48342091.25,35165685.75,0.00173771381378174,NA,25,11,65,2,13,0
2010-05-18,"MAR-030",36.624573,-15.317267,4222560.125,297.533203125,291.322265625,48198540.75,34751334.75,0.00223445892333984,NA,25,11,65,2,13,0
2010-05-19,"MAR-030",36.624573,-15.317267,4784726.28125,298.477294921875,291.070556640625,47950101.5,34461108.75,0.00048828125,NA,25,11,65,2,13,0
2010-05-20,"MAR-030",36.624573,-15.317267,5115832.96875,300.114013671875,291.0380859375,47741458.75,34211927.5,0,NA,25,11,65,2,13,0
2010-05-21,"MAR-030",36.624573,-15.317267,4799408.4375,299.754150390625,291.918701171875,47570734.5,33904076,0,NA,25,11,65,2,13,0
2010-05-22,"MAR-030",36.624573,-15.317267,5075405.75,300.767333984375,291.17236328125,47414019.75,33577481,0,NA,25,11,65,2,13,0
2010-05-23,"MAR-030",36.624573,-15.317267,5191614.90625,300.942626953125,291.971435546875,47201058.5,33448291.25,0,NA,25,11,65,2,13,0
2010-05-24,"MAR-030",36.624573,-15.317267,4939205.46875,299.581787109375,292.3681640625,47071899.25,33205111.5,0,NA,25,11,65,2,13,0
2010-05-25,"MAR-030",36.624573,-15.317267,5531615.625,300.889404296875,290.05126953125,46835516,33065855.5,0,NA,25,11,65,2,13,0
2010-05-26,"MAR-030",36.624573,-15.317267,5517071.375,300.71484375,289.763671875,46639315.25,32971668.25,0,NA,25,11,65,2,13,4.37255764007568
2010-05-27,"MAR-030",36.624573,-15.317267,5501739.53125,300.886474609375,290.3486328125,46450331.5,32859480,0,NA,25,11,65,2,13,2.67211866378784
2010-05-28,"MAR-030",36.624573,-15.317267,5031951.125,301.093505859375,291.39794921875,46375525.75,32477297.75,0.000179409980773926,NA,25,11,65,2,13,0
2010-05-29,"MAR-030",36.624573,-15.317267,4949602.65625,300.44482421875,293.640625,46254252,32246108.25,0.00141167640686035,NA,25,11,65,2,13,4.85839748382568
2010-05-30,"MAR-030",36.624573,-15.317267,5010570.4375,300.2109375,292.23583984375,45998601.5,32310007.5,0,NA,25,11,65,2,13,0
2010-05-31,"MAR-030",36.624573,-15.317267,3839862.1875,295.780517578125,291.123291015625,45887360,32290705,0.00158810615539551,NA,25,11,65,2,13,0
2010-06-01,"MAR-030",36.624573,-15.317267,4276533.9375,296.66796875,290.35009765625,45686248.75,32221997,0.000327110290527344,NA,25,11,65,2,13,2.49000000953674
2010-06-02,"MAR-030",36.624573,-15.317267,5152036.03125,297.6220703125,288.40478515625,45466450.5,32133826.75,0,NA,25,11,65,2,13,0
2010-06-03,"MAR-030",36.624573,-15.317267,5544575.1875,297.030029296875,286.49609375,44954106.75,32967026.25,0,NA,25,11,65,2,13,0
2010-06-04,"MAR-030",36.624573,-15.317267,5013616.71875,296.177490234375,285.714111328125,44978687.75,32385880,0,NA,25,11,65,2,13,0
2010-06-05,"MAR-030",36.624573,-15.317267,4964157.125,297.097412109375,286.556640625,44853146.75,32338624.75,0,NA,25,11,65,2,13,0
2010-06-06,"MAR-030",36.624573,-15.317267,5465210.46875,297.23095703125,285.46533203125,44661442.25,32398671.75,0,NA,25,11,65,2,13,0
2010-06-07,"MAR-030",36.624573,-15.317267,4595526.5,296.01953125,285.47900390625,44640083.5,32077576.25,0,NA,25,11,65,2,13,0
2010-06-08,"MAR-030",36.624573,-15.317267,5290018.0625,297.804443359375,286.076416015625,44495456.25,32096747.25,0,NA,25,11,65,2,13,0
2010-06-09,"MAR-030",36.624573,-15.317267,5517987.75,299.898681640625,287.678955078125,44518802.25,31703626.75,0,NA,25,11,65,2,13,0.0359999984502792
2010-06-10,"MAR-030",36.624573,-15.317267,4828114.875,299.4296875,289.302001953125,44568584.5,31255909.25,0,NA,25,11,65,2,13,0
2010-06-11,"MAR-030",36.624573,-15.317267,5076618.9375,299.13525390625,290.163818359375,44409757.5,31453682,4.9591064453125e-05,NA,25,11,65,2,13,0
2010-06-12,"MAR-030",36.624573,-15.317267,4751440.1875,297.733154296875,289.531005859375,44348931.5,31309165.25,0,NA,25,11,65,2,13,0
2010-06-13,"MAR-030",36.624573,-15.317267,5258937.3125,299.302490234375,287.260498046875,44243874.25,31265536,0,NA,25,11,65,2,13,0
2010-06-14,"MAR-030",36.624573,-15.317267,5317113.03125,299.998779296875,287.41796875,44104097.75,31393987.5,0,NA,25,11,65,2,13,0
2010-06-15,"MAR-030",36.624573,-15.317267,4738208.03125,299.255615234375,288.75048828125,44159956.25,31067704.75,0,NA,25,11,65,2,13,0
2010-06-16,"MAR-030",36.624573,-15.317267,4549179.6875,300.651123046875,290.899658203125,44149217,30929259.25,0,NA,25,11,65,2,13,0
2010-06-17,"MAR-030",36.624573,-15.317267,3461050.53125,293.05322265625,289.750732421875,44271922,30845078.75,0.00250506401062012,NA,25,11,65,2,13,0
2010-06-18,"MAR-030",36.624573,-15.317267,3134885.5,291.80810546875,288.78173828125,44300891.25,30775101.75,0.00488734245300293,NA,25,11,65,2,13,0
