"date","plot_match","lon","lat","wind_speed_mean","lai_high_mean","lai_low_mean","temp_mean","max_temp","min_temp","vpd_mean","surf_net_sol_sum","surf_net_sol_clear_sum","top_net_sol_sum","top_net_sol_clear_sum","cloud_mean","precip_sum","CLYPPT_M_sl1_1km_ll","CLYPPT_M_sl7_1km_ll","SLTPPT_M_sl1_1km_ll","SLTPPT_M_sl7_1km_ll","SNDPPT_M_sl1_1km_ll","SNDPPT_M_sl7_1km_ll","ORCDRC_M_sl1_1km_ll","ORCDRC_M_sl7_1km_ll","CECSOL_M_sl1_1km_ll","CECSOL_M_sl7_1km_ll"
2017-03-20,"ZIS_1405",23.40056,-13.59615,3.48715684716927,4.0413465874898,1.82445908506676,295.875425849046,300.182330066233,291.239532591315,-0.0839801538545933,8775360.44533289,12012205.9728076,12981538.5836144,15961935.5720019,0.294758620338862,0.000265625721458763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-21,"ZIS_1405",23.40056,-13.59615,2.92785843557354,4.04137675627165,1.82444591369997,295.648372561492,300.545570779494,291.627092242556,-0.060566515851535,10076335.1613386,11773331.9921261,14382487.4307601,15951034.1159416,0.398099685145906,0.00347030029837066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-22,"ZIS_1405",23.40056,-13.59615,2.07031398437343,4.04137958575915,1.82442881942292,295.469449663898,299.687736834996,291.907599298582,-0.0445078939667483,8106279.38168556,11598356.8876749,12521221.4690004,15885961.5590313,0.68738269268918,0.00437977343355195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-23,"ZIS_1405",23.40056,-13.59615,0.585176934400352,4.04138180054562,1.8244782916801,294.608685776085,299.471453205559,291.305842169332,-0.0298738331563076,6434439.16829689,11494003.889094,10873903.4084202,15826337.6206797,0.983128093225296,0.00857615072509314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-24,"ZIS_1405",23.40056,-13.59615,0.379097471785739,4.04138340063105,1.82447582169956,293.724828605952,297.047021798059,291.435510115878,-0.0115709447257232,6319130.81470404,11460941.7535593,10779463.4153785,15774428.1135916,0.993547779998881,0.00964256610154081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-25,"ZIS_1405",23.40056,-13.59615,0.706010103750813,4.04138438601544,1.82444715427843,294.899551427071,299.539912743299,291.951699832408,-0.0422599601852598,7544098.70080723,11611066.7204614,11751694.529962,15748710.0202951,0.608697144949873,0.000749473949562353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-26,"ZIS_1405",23.40056,-13.59615,1.30992946589793,4.0413847566988,1.82448526946824,294.405976865355,299.234789654967,290.739932843651,-0.0280802915676865,6463088.79031938,11452621.368776,10865332.4281812,15693851.9075275,0.856420938051567,0.00770819367434405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-27,"ZIS_1405",23.40056,-13.59615,2.62056139344975,4.04138451268111,1.82447158957605,295.300586861042,299.446040492302,291.528445014851,-0.0523457429570823,8253562.43529214,11391698.4354142,12575415.4517571,15628575.2631499,0.992761916388181,0.000682112931706801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-28,"ZIS_1405",23.40056,-13.59615,2.5188958951971,4.04141076227816,1.82443134901083,295.40095148009,299.972874509849,292.127538216075,-0.0619738223035022,9147470.57488593,11435486.4437764,13427959.0074009,15577007.1076252,0.608657724606941,0.00140590252102885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-29,"ZIS_1405",23.40056,-13.59615,3.34044528275445,4.04138218054263,1.82448110812849,296.268902748613,300.722677574538,291.522176282488,-0.0949779226431105,9823737.11687242,11470914.9386111,13896001.6553492,15513087.7968657,0.462448944297784,3.74690552046551e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-30,"ZIS_1405",23.40056,-13.59615,3.34337053743418,4.04140729759959,1.82443321732944,295.283852878278,300.430731575301,291.514078203563,-0.101400392991017,11244524.1279966,11631410.0686982,15061676.1992889,15435133.6424702,0.871821575898148,-2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-31,"ZIS_1405",23.40056,-13.59615,2.49384902060805,4.04140464320874,1.82447570993574,294.821427847713,299.822654518406,289.700063677067,-0.0793182812726435,10771010.13584,11493192.4525354,14646147.1856927,15382815.4975356,0.826077446985997,3.87799953942107e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"ZIS_1405",23.40056,-13.59615,2.50047882919875,4.04140137411686,1.8244913047148,295.581673397755,301.137024941901,290.34394616414,-0.091364757152406,11371233.9908138,11506601.9833672,15187970.8067691,15324841.0507073,0.179979297961841,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-02,"ZIS_1405",23.40056,-13.59615,2.675665724279,4.04139749032394,1.82443191341814,296.006534843272,301.651917419438,291.938474975454,-0.0864878876422122,10385751.2735263,11364686.0162666,14208581.561778,15277878.0962263,0.312761000818926,1.22043040962291e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-03,"ZIS_1405",23.40056,-13.59615,3.21298642157773,4.04139299182997,1.82446348297327,295.402329602873,301.279582953138,290.822044101648,-0.119332444559345,11733668.8083256,11767627.8648009,15113177.8634886,15136063.8740177,0.273504697378929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"ZIS_1405",23.40056,-13.59615,3.13104161789555,4.04138787863498,1.82446779333146,295.258507528183,300.844307459332,290.131410031641,-0.101483885229765,10635731.0428639,11401204.0355851,14451146.6225566,15131354.8264233,0.600118769678381,7.59691316956114e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-05,"ZIS_1405",23.40056,-13.59615,2.77661116485751,4.04138215073894,1.82449216715898,295.800163038957,300.854639287321,290.930018976603,-0.0832089956538794,9116719.26778875,11133079.5342804,13248784.2780889,15101041.3450323,0.311545328307875,6.49861820981139e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-06,"ZIS_1405",23.40056,-13.59615,2.62242862641002,4.04137580814187,1.82448904336007,296.152406924192,302.077489197952,291.659318166605,-0.0839448638950467,10356074.6738285,11114146.5045092,14268501.1288969,15049912.5318847,0.345305672968835,0.000294617323175249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-07,"ZIS_1405",23.40056,-13.59615,2.68580860614284,4.04136885084375,1.82448214194387,296.014456180126,301.811174536916,292.232645235004,-0.0758920567929557,9736278.50884287,11017722.2780584,13666298.1442632,14994114.3311614,0.732728803300118,0.00218318571872727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-08,"ZIS_1405",23.40056,-13.59615,2.70926896808462,4.0413612788446,1.82449566350398,296.42167295522,302.12858547292,291.919556675525,-0.0956747630335512,10285439.9150352,11017873.043749,14218308.9855798,14928476.9710528,0.492939943743356,1.78541328095423e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-09,"ZIS_1405",23.40056,-13.59615,2.77617296218685,4.04135309214442,1.82448132793068,296.405433680747,301.66736340732,291.890448733546,-0.0997371209490572,10015157.5844842,11024459.3471991,13810154.0028993,14856230.2283124,0.666069003402866,1.96039570250503e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-10,"ZIS_1405",23.40056,-13.59615,3.22467094371369,4.04136218226886,1.82448765376318,296.741070042434,302.725874378045,292.12398009153,-0.126768513692873,11282672.8274305,11217753.8869272,14820195.9069171,14755814.3093709,0.306701712623157,2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-11,"ZIS_1405",23.40056,-13.59615,2.30021614229776,4.04135370684545,1.82446588403278,296.512918348389,302.574913637857,291.432753964069,-0.117328938215828,10887589.9470496,11196321.5318084,14372685.9527871,14685969.1042986,0.289331329253964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-12,"ZIS_1405",23.40056,-13.59615,2.20750519718437,4.0414229445351,1.82446501413768,296.908044949384,302.824036314183,293.044057210442,-0.120529210503563,9576319.80467856,11089135.3058764,13128742.6853646,14636523.0146644,0.284967115804251,1.03026455223684e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-13,"ZIS_1405",23.40056,-13.59615,1.84226606615164,4.04136580527952,1.82443581025018,296.387320723001,303.117281962785,292.070703233783,-0.0897238753172428,9264347.65946927,10851091.0672791,13015852.8887736,14606689.0825691,0.228720644560756,0.000276469417405131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-14,"ZIS_1405",23.40056,-13.59615,1.05409386384464,4.04135769681401,1.82442774462747,295.993068055512,302.834583827727,291.173321197819,-0.0675153537548488,8943416.01818931,10683282.3797476,12795423.5639449,14558652.49691,0.526897390118973,0.00184227223926232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-15,"ZIS_1405",23.40056,-13.59615,1.71607419032695,4.03549108510633,1.8231688285193,295.259229269162,301.057267616333,291.236985393154,-0.0444205796879559,7831057.36602933,10527668.3754444,11931223.2715731,14477034.1318115,0.751349193027431,0.00264115108938035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-16,"ZIS_1405",23.40056,-13.59615,2.21933388651993,4.0225074643147,1.82045610130295,296.110846886734,301.714439664165,290.880260987755,-0.0759533140262984,9496839.84996872,10614888.661041,13319898.2834297,14418767.154014,0.341528949791199,2.61313427777667e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"ZIS_1405",23.40056,-13.59615,2.18485250436456,4.00952433280026,1.81775707571064,295.653206431371,300.486186404744,291.510033176421,-0.0683097856070359,8312840.58437734,10574204.2791265,12210791.3953581,14323380.9555491,0.548310266074599,0.000220577434470931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"ZIS_1405",23.40056,-13.59615,1.99055114876186,3.99661369145801,1.81505375124699,295.3717599456,300.74971115757,290.683763623563,-0.0605248762852792,9210675.97698869,10494668.3765431,13096236.1660843,14270708.0658599,0.407985289853967,0.000365723367813056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-19,"ZIS_1405",23.40056,-13.59615,1.98609359243091,3.98363561679097,1.81235130707868,295.674402048386,300.8265124231,291.140826681548,-0.0756961425740901,9368994.81604688,10503041.0078586,13147126.8277051,14216990.1224727,0.463901138866424,0.000123963050341128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-20,"ZIS_1405",23.40056,-13.59615,2.25436096693624,3.97066286922248,1.80962830488611,295.898304171966,301.011652690128,291.786043874573,-0.0752656079120658,7937079.77599072,10363052.1738971,11833807.6013001,14167023.647689,0.696621040798783,0.000366106071598484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-21,"ZIS_1405",23.40056,-13.59615,2.68726227840448,3.95770777692334,1.806935313609,293.53413139342,295.610805908527,291.790298388103,-0.027787828947803,4035846.48076542,10083217.0906261,8135904.32667511,14075286.2373461,0.976787776133144,0.00436768191196151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-22,"ZIS_1405",23.40056,-13.59615,2.81038430982637,3.94472361547421,1.80422691522291,294.75215222232,299.59583958118,291.570949997133,-0.0472190975324139,6015391.26510308,10134167.043047,10181969.9998474,14014296.5509285,0.729975737414738,0.00410062800016485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-23,"ZIS_1405",23.40056,-13.59615,1.34532275383318,3.93180397559175,1.80153215668031,293.875953311278,298.810007834346,290.788862684908,-0.0285926935006092,6356351.51755604,10044105.3637099,10213021.196649,13958909.0623655,0.757597953194065,0.0109644637955464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-24,"ZIS_1405",23.40056,-13.59615,0.9912086257789,3.91881321340216,1.79882719813639,293.839921382395,297.450681101417,290.857391315045,-0.0254542133156466,5283841.83602155,9955991.99133261,9517175.2710848,13860685.2340042,0.731897161226659,0.00221900648307674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-25,"ZIS_1405",23.40056,-13.59615,2.47734269370086,3.90587095484992,1.79612331128337,293.991923056545,297.656244676316,290.843220019667,-0.0419838107347483,5507267.33316039,10003106.1871118,9749646.49871057,13797748.5170525,0.613233027634932,0.000260405288488395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-26,"ZIS_1405",23.40056,-13.59615,2.84445716290021,3.89287111417794,1.79341058298043,293.482336128862,296.631262186727,290.973308991719,-0.0491392517783752,4766252.55672714,10005654.6006439,9017496.52846657,13734331.1784902,0.783310189777161,0.000430403407256343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-27,"ZIS_1405",23.40056,-13.59615,3.06507474746759,3.87990714363995,1.7907102166879,294.434710158228,299.045772714373,290.433960018682,-0.0754427056539547,8655226.87769521,10131825.8919323,12281422.4645293,13690570.6499016,0.751060534387255,0.000123932635445984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-28,"ZIS_1405",23.40056,-13.59615,3.13704524945137,3.86693792827401,1.78800627721275,294.241217223594,298.320566107021,289.56428077028,-0.0819981720006932,7961199.65843163,10178586.0480674,11536567.7916164,13613249.6162849,0.270181943956989,5.20063272817436e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-29,"ZIS_1405",23.40056,-13.59615,2.85351739640668,3.85399570837343,1.78529223677145,294.026470304531,298.815103139681,288.79170879542,-0.0946639609038415,8487183.87377352,10206795.218287,11834597.6589505,13536950.96736,0.39263170209411,5.56077419144353e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-30,"ZIS_1405",23.40056,-13.59615,2.69866446356974,3.84103173799066,1.78257995971495,294.329580823478,298.711172267366,290.281303322521,-0.117356325777996,8502752.62649352,10281798.964186,11688407.6465903,13462951.7127554,0.573176872720614,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-01,"ZIS_1405",23.40056,-13.59615,2.52431568148499,3.82806901470591,1.77987535338231,294.125340255652,298.934255298708,289.127075007177,-0.121837765395666,8754219.69047655,10297023.8476493,11817829.6511376,13395496.0994919,0.608297855024695,-4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-02,"ZIS_1405",23.40056,-13.59615,3.36609834915712,3.81506807936936,1.7771843002762,294.170335832375,297.895459735428,290.424861828618,-0.0922089665443024,7633496.52065372,10026236.2322494,10955331.9249844,13369246.380297,0.47755202213643,0.000162302218939779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-03,"ZIS_1405",23.40056,-13.59615,3.05214127948299,3.80213557888565,1.7744890783794,293.796646433974,298.938009140105,289.257908404538,-0.0917219738278135,8477747.76799475,9988015.5588177,11861893.775655,13302093.3746357,0.280199797557465,4.63273279190258e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-04,"ZIS_1405",23.40056,-13.59615,2.55106555604176,3.78917372052872,1.77178341122179,294.233922574758,300.618703915304,288.762750829317,-0.101546946150732,9741508.09491402,9982494.69085804,12992907.9360933,13245822.1112417,0.0714080437845564,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-05,"ZIS_1405",23.40056,-13.59615,2.42617099880223,3.77619545865728,1.76906267271236,294.900999577031,300.889414672283,289.194685378276,-0.106051057166201,9087758.01626661,9909791.76805579,12329574.5613355,13192652.7925778,0.357068194650024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-06,"ZIS_1405",23.40056,-13.59615,2.59229121889715,3.76323891125523,1.76634297640061,295.491464687951,301.726452014008,290.067237959132,-0.119210385677593,9086967.61485053,9799965.02085972,12408024.9239925,13150855.9515359,0.191823203576824,-2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-07,"ZIS_1405",23.40056,-13.59615,2.83924430388529,3.75025714620878,1.76365481114755,295.915054102185,302.092086801539,290.221392663095,-0.12603203146295,9452322.06991897,9738388.17865808,12778819.1788565,13100858.4987716,0.148615964475913,2.92191094978557e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-08,"ZIS_1405",23.40056,-13.59615,3.02568012910492,3.73729883945785,1.7609625204123,296.219245224578,301.647608517906,291.717307400977,-0.105839182539028,8357344.30323653,9520230.86017732,11837563.0759465,13059971.6544642,0.185891077777608,3.92711013585505e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-09,"ZIS_1405",23.40056,-13.59615,3.43157269364711,3.72433868767244,1.75823683371474,296.274139976621,301.733038509552,291.726850649494,-0.106664738298727,8799371.42044466,9509633.39068866,12253603.2105962,13000357.3435063,0.12648207773183,3.12430097548014e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-10,"ZIS_1405",23.40056,-13.59615,3.26435115144147,3.7113841827543,1.75553028269154,295.568027937514,302.054521381701,290.817698340406,-0.126486422948236,9494235.46903087,9611693.55091328,12812772.0377825,12930415.3761921,0.0277137727048459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-11,"ZIS_1405",23.40056,-13.59615,2.24143599469749,3.69840371090844,1.75284354537658,294.941746628592,302.000091325947,289.882116028822,-0.128856618364808,9655821.55921444,9636926.80365617,12881581.6036501,12863616.6933911,0.0218515862237346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-12,"ZIS_1405",23.40056,-13.59615,1.79272362454374,3.68543772784546,1.75013476792485,294.505981255314,301.839524593496,288.696142718947,-0.118257219803926,9614838.66754154,9652935.87633711,12758229.6191537,12793067.0263837,0.136595303129721,4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-13,"ZIS_1405",23.40056,-13.59615,1.80652947687313,3.67248751170888,1.74742800796539,294.782639039936,301.844369134336,289.135898988421,-0.123763102100252,8808224.44484458,9557603.92840248,12034251.2378191,12753434.8273999,0.565576376278618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-14,"ZIS_1405",23.40056,-13.59615,1.6754163325731,3.65951008185702,1.74469974092053,295.192163005964,301.506721252914,289.825719354449,-0.124728884474162,7590363.24538782,9458020.95384005,10823990.1704485,12708789.6528467,0.27855813101796,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"ZIS_1405",23.40056,-13.59615,2.40302435726018,3.64829842063037,1.7423400296803,295.840413382276,301.425731746076,290.005705696015,-0.128744772180072,8579429.24682221,9416919.66612241,11759317.4433644,12650267.9954222,0.20741331339427,3.25439523209854e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"ZIS_1405",23.40056,-13.59615,2.53985328555414,3.63924265782205,1.74029005294357,295.44425784439,301.22530586108,290.090782066919,-0.128647019051961,7554529.41656875,9340783.72972395,10809594.6013154,12606543.0231486,0.475709439010371,2.90909012560028e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-17,"ZIS_1405",23.40056,-13.59615,2.26987994822088,3.63017288991984,1.73827393412628,296.210566379216,302.109282187594,290.638291162706,-0.148168114148584,8311628.3472449,9331466.22117101,11485661.1780935,12553243.1340546,0.553607851515013,-4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-18,"ZIS_1405",23.40056,-13.59615,2.49922938176956,3.62107245619722,1.73627411916744,295.0209803276,301.892229436768,290.959038830061,-0.136692926068631,8312073.84615385,9335603.99261441,11458301.4725405,12495640.3800223,0.206596930808397,-4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-19,"ZIS_1405",23.40056,-13.59615,2.97564444738774,3.61201685684349,1.73420966218534,295.194223003259,302.029218480128,289.759773131804,-0.149478329905461,9203778.23740711,9348286.03604291,12277445.6692048,12435416.3302153,0.187457718503146,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-20,"ZIS_1405",23.40056,-13.59615,2.74054666932465,3.60291401026407,1.73221924842692,295.68688050833,301.468727274689,290.75840522827,-0.151184771257476,8258823.85973479,9286954.34959486,11355068.0652496,12386463.7963774,0.486290622027579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-21,"ZIS_1405",23.40056,-13.59615,2.24255036018314,3.59383093330826,1.73017602967615,295.120918838993,301.182013409513,290.050669858721,-0.136671495479422,8137934.45866968,9232998.87775625,11258460.973006,12341616.2922497,0.361818981785258,2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-22,"ZIS_1405",23.40056,-13.59615,2.00155473596134,3.584742583894,1.72814878725371,294.749882554537,300.447570188874,291.244488475004,-0.122686956375979,6500518.49590283,9144328.84903789,9587314.04428303,12302421.3457037,0.518102838773341,1.97416681029829e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-23,"ZIS_1405",23.40056,-13.59615,2.71413854277737,3.57566567940588,1.72614972173341,295.204290519736,301.679011913756,291.527251496413,-0.128253975298155,8017049.60859414,9070545.75374239,11187235.0797308,12267492.0592678,0.258334223470109,1.27471881450868e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-24,"ZIS_1405",23.40056,-13.59615,2.58877117506091,3.56660021984391,1.72409732375759,295.504297351052,302.771895479603,290.327573765913,-0.133859564624017,8690526.32072391,9021334.82917004,11898382.2213541,12233291.6929181,0.226846270835559,5.01700243470821e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-25,"ZIS_1405",23.40056,-13.59615,2.71997002971189,3.55747978893412,1.72208471618714,296.355479004952,303.528594469163,290.832847002983,-0.160030728747557,9050509.26037264,9005374.1844872,12240939.1035356,12195299.7408939,0.0957850752038413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-26,"ZIS_1405",23.40056,-13.59615,2.29942628219842,3.54840414706677,1.72005320066113,295.416004446134,303.799515085076,289.991669847217,-0.154568478734471,9050984.77042101,9046739.0291914,12151972.0153205,12144254.3651595,0.0403320973148388,4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-27,"ZIS_1405",23.40056,-13.59615,1.55592261045125,3.53932360357955,1.71800913809347,296.352412959997,304.249429523908,289.420078564157,-0.167785627082216,8816119.1499855,8989597.5326019,11918030.4742954,12110165.7343934,0.191333628350093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-28,"ZIS_1405",23.40056,-13.59615,2.29570207185719,3.53026598005877,1.71600488859442,296.308588239423,303.6043874946,290.212934145833,-0.170994553964411,7388002.8736667,8916077.06651611,10532113.3601697,12072427.1982665,0.374870930167498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-29,"ZIS_1405",23.40056,-13.59615,3.1003082559255,3.52120174058522,1.71397013067565,296.310728483765,303.040845870652,290.836646805391,-0.178615276273981,8136323.11537698,8907228.67807059,11236753.973479,12029388.9117239,0.360917400393695,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-30,"ZIS_1405",23.40056,-13.59615,3.76874265976997,3.51209293388937,1.71194098609501,294.464900771593,300.165155799815,290.849979547965,-0.126655682024729,8458440.21424321,8810270.05020371,11640096.8569728,11987372.4102361,0.108604316400389,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-31,"ZIS_1405",23.40056,-13.59615,2.73778642814149,3.50298016501069,1.70993933976171,292.769876393456,299.46915440995,288.476543667795,-0.114615576773986,8782415.85521798,8944768.51076557,11755767.5347687,11914656.8628325,0.19374335576478,4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-01,"ZIS_1405",23.40056,-13.59615,2.06699645236618,3.49389691466573,1.70788432806466,292.919239349153,298.869385149347,289.060427138689,-0.115963706157093,7278198.0376299,8866112.5019761,10273722.2077427,11889839.1017655,0.521752399554423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-02,"ZIS_1405",23.40056,-13.59615,1.89022928282467,3.48485155163656,1.70588626624559,293.604320934274,300.317425964513,288.152925059733,-0.115006780164042,7341394.36314529,8753260.85068591,10428424.7347748,11879225.1979308,0.361963946917329,-2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-03,"ZIS_1405",23.40056,-13.59615,1.94449270408079,3.47576109935488,1.70385749359012,295.611839500382,302.533441144693,290.280672434356,-0.139118912793902,8351626.3549662,8722952.68399127,11442895.9313933,11856749.9073749,0.333596559494199,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-04,"ZIS_1405",23.40056,-13.59615,2.61092307632591,3.46670860641458,1.7018275908782,296.063569551865,302.846235847272,290.366085564566,-0.152664252911475,8676820.49507882,8730179.60465719,11734952.9061694,11823972.8835243,0.102931601890142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05,"ZIS_1405",23.40056,-13.59615,3.05277600460037,3.45759634404335,1.6998262782841,294.950668430503,302.637490129019,290.268485721769,-0.15129978259656,8787166.96723788,8773576.03454748,11780101.7893275,11783426.8829445,0.028166470836576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,"ZIS_1405",23.40056,-13.59615,3.17797219524618,3.44852036797112,1.6977659270703,294.420531668364,301.90335640849,289.854611446952,-0.155618684112932,8553450.99903865,8828984.55141684,11460162.1827171,11741270.3828605,0.035295194787359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07,"ZIS_1405",23.40056,-13.59615,2.16564761657981,3.43941589646986,1.69575686148174,292.469532717459,299.743699929061,288.816835899947,-0.126798867455914,7418767.57102528,8783619.96893169,10299447.4947278,11714579.2743198,0.222259523191878,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08,"ZIS_1405",23.40056,-13.59615,2.53976310551233,3.43034952742976,1.69373944325476,291.782112988101,299.43827712368,286.874915227139,-0.118078975221153,7548345.97823997,8770494.76166206,10433642.1337647,11688113.2307692,0.250696849933113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09,"ZIS_1405",23.40056,-13.59615,3.04594338568556,3.4212630135811,1.6916983640051,292.437461650727,299.928779418921,286.705990508986,-0.127867600503303,8898596.28681733,8845658.85474494,11698632.3548746,11645485.0801886,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10,"ZIS_1405",23.40056,-13.59615,3.18034169632552,3.41217301565042,1.68969728921959,292.620111943914,299.579054532282,287.674191122728,-0.12607411145716,8775933.05552927,8723248.99833672,11695144.9159355,11642656.3491371,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-11,"ZIS_1405",23.40056,-13.59615,2.74311624061096,3.40308788875979,1.68764279163613,292.14419000617,299.075479662024,286.6155872432,-0.117998043664686,8783027.72697725,8736732.68295363,11660198.9959257,11613886.7001358,0.00523146099420648,4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-12,"ZIS_1405",23.40056,-13.59615,2.59437825982057,3.39401600603765,1.68562277070907,291.6003779711,299.051410446806,286.486076015614,-0.103236590286069,8627608.61245479,8696259.00111394,11530441.7084522,11596581.7165703,0.0477545664016602,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-13,"ZIS_1405",23.40056,-13.59615,2.22404673763586,3.38491565489608,1.68361643433103,292.586205224034,300.544277113218,286.856477455776,-0.110771540447797,8724054.43364412,8675686.74298445,11631000.7335541,11585969.2600674,0.0259207829134431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
