"plot_group","sp_rich","sp_rich_raref","bchave_mean_95_0-0.05","bchave_mean_95_0.05-0.1","bchave_mean_95_0.1-0.15","bchave_mean_95_0.15-0.2","bchave_mean_95_0.2-0.25","bchave_mean_95_0.25-0.3","bchave_mean_95_0.3-0.35","bchave_mean_95_0.35-0.4","bchave_mean_95_0.4-0.45","bchave_mean_95_0.45-0.5","bchave_mean_95_0.5-0.55","bchave_mean_95_0.55-0.6","bchave_mean_95_0.6-0.65","bchave_mean_95_0.65-0.7","bchave_mean_95_0.7-0.75","bchave_mean_95_0.75-0.8","bchave_mean_95_0.8-0.85","bchave_mean_95_0.85-0.9","bchave_mean_95_0.9-0.95","bchave_mean_95_0.95-1"
"MLC-051",7,11.312,NA,NA,0.040761739328027,0.0521834615736257,0.0535109397103719,0.0557795060087713,0.0582984905601145,NA,0.0783916332060491,0.0798757206902221,0.104107200008796,0.114838982649336,0.115821477828333,0.282886296825799,0.152395844856835,0.196361049144308,0.199565265243362,0.23371265233216,0.247011551315799,0.28954134314681
"ZCC-001",1,1,NA,NA,NA,NA,NA,NA,0.350031987710172,NA,NA,NA,NA,NA,NA,0.362808916595792,NA,NA,NA,NA,NA,NA
"ZCC-002",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176631215708293,NA,NA,NA,NA,NA,NA,NA,NA
"ZCC-003",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0828035589506752,NA,NA,0.0869650078191782,0.089312919657898,NA,NA,0.173482796358596,0.175303463562486,NA
"ZCC-004",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZCC-005",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532203100977835,NA,NA,0.538624460944849,NA,NA,NA,NA,NA
"ZCC-008",3,2,NA,0.240821335737132,NA,0.24778050558853,NA,0.253760021380902,NA,NA,NA,NA,NA,NA,0.287896898802878,NA,NA,NA,NA,NA,NA,NA
"ZCC-010",5,4,0.149439788135072,0.151350101636999,0.307232467018255,0.157779695081816,0.178339652324072,NA,0.183021026388935,NA,NA,NA,NA,NA,NA,0.382959489286087,0.396229155344243,NA,NA,1.1047441529048,0.592807265125613,0.616620824430737
"ZCC-011",5,3,NA,NA,0.0783513582431769,0.0805592145013987,0.0819576425538048,0.194417926958965,NA,NA,0.238849582755299,0.123299655556414,NA,NA,NA,NA,0.286278939975374,0.145309948840208,NA,NA,NA,0.589947655074813
"ZCC-012",4,3,0.0252517402575688,0.0266901966737958,0.0286596887707557,0.0311492123220209,NA,NA,NA,NA,NA,NA,0.0945787492501419,0.117092254594981,0.123262088184347,0.129619903114027,0.187439051396234,0.191821757707469,0.205328813920603,0.210196537619181,0.217874252818804,0.22596979179981
"ZCC-013",3,3,0.0277651453981067,0.0315870074304074,0.0722142146732511,0.0390383501362522,NA,0.0448322103472008,0.0500069220560069,0.117395020544445,0.0602068204596874,0.0617396063848005,0.0873983520533572,NA,NA,0.134270940322256,0.27118466657912,0.139217530392818,0.284169639096662,2.52421154146706,2.30266018718319,2.34012268749781
"ZCC-014",2,2,NA,0.0724664331014232,NA,NA,NA,NA,0.0838942720795037,NA,0.0911887828387191,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097221066378913,NA
"ZCC-015",1,3.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZCC-016",5,5,NA,0.0461020179984848,0.148131833423608,NA,0.0561822011791619,NA,NA,NA,0.187422558242539,NA,NA,0.199431533882213,NA,0.0732494825701305,0.0736445847058757,NA,0.166404835001957,NA,NA,0.626609003366241
"ZCC-017",5,4,0.0579242031293685,0.0299729073086229,0.0692563038252031,0.0854834152870363,0.154358093772535,0.0683568044198549,NA,0.147469704563561,0.231400521330475,0.159831245889848,0.0836546314072082,NA,0.145085362072465,NA,NA,0.417323334673452,NA,NA,NA,NA
